country,channel,code
mena,beINMax HD 1,beINMaxHD1.mena
mena,beIN TCM,beINTCM.mena
mena,beINSports HD 11,beINSportsHD11.mena
mena,beIN NatGeo HD,beINNatGeoHD.mena
mena,beIN Movies HD 1,beINMoviesHD1.mena
mena,beIN CartoonNetworkAR,beINCartoonNetworkAR.mena
mena,beINSports HD 3,beINSportsHD3.mena
mena,beIN Movies HD 4,beINMoviesHD4.mena
mena,beINSports HD 2,beINSportsHD2.mena
mena,beIN Baraem,beINBaraem.mena
mena,beJUNIOR,beINJUNIOR.mena
mena,beIN HLN,beINHLN.mena
mena,beIN NatGeoPeople HD,beINNatGeoPeopleHD.mena
mena,beIN V HD,beINVHD.mena
mena,beINSports HD 4,beINSportsHD4.mena
mena,beIN Series HD 1,beINSeriesHD1.mena
mena,beINSports HD 5,beINSportsHD5.mena
mena,beIN CBeebies,beINCBeebies.mena
mena,beINSports3 TH,beINSports3.th
mena,beIN BoxOffice HD 1,beINBoxOfficeHD1.mena
mena,beIN Star Movies HD,beINStarMoviesHD.mena
mena,beINSports HD 7,beINSportsHD7.mena
mena,beIN Jeem,beINJeem.mena
mena,beINSports4 TH,beINSports4.th
mena,beINSports HD 8,beINSportsHD8.mena
mena,beIN CNN HD,beINCNNHD.mena
mena,beIN DTX,beINDTX.mena
mena,beINSports HD 14,beINSportsHD14.mena
mena,beINSports HD 16,beINSportsHD16.mena
mena,beIN Gourmet,beINGourmet.mena
mena,beINSports1 TH,beINSports1.th
mena,beINSports NBA,beINSportsNBA.mena
mena,beIN Movies HD 2,beINMoviesHD2.mena
mena,beINSports HD 9,beINSportsHD9.mena
mena,beINSports HD 15,beINSportsHD15.mena
mena,beIN Baby TV,beINBabyTV.mena
mena,beINSports HD 13,beINSportsHD13.mena
mena,beINSports HD 6,beINSportsHD6.mena
mena,beINSports News AR,beINSportsNewsar.mena
mena,beINMax HD 2,beINMaxHD2.mena
mena,beINSports2 TH,beINSports2.th
mena,beIN Star World HD,beINStarWorldHD.mena
mena,beIN CartoonNetworkHD,beINCartoonNetworkHD.mena
mena,beIN Movies HD 3,beINMoviesHD3.mena
net,OSN First HBO HD,OSNFirstHBOHD.net
net,OSN Yahala HD +2,OSNYahalaHDPlus2.net
net,OSN Movies Premiere HD,OSNMoviesPremiereHD.net
net,OSN WWE Network HD,OSNWWENetworkHD.net
net,OSN First HD,OSNFirstHD.net
net,OSN Sports Cricket HD,OSNSportsCricketHD.net
net,OSN News,OSNNews.net
net,OSN Yahala Cinema HD,OSNYahalaCinemaHD.net
net,OSN Yahala Drama HD,OSNYahalaDramaHD.net
net,OSN Movies Comedy HD,OSNMoviesComedyHD.net
net,OSN Sports 4 HD,OSNSports4HD.net
net,OSN Movies Family HD,OSNMoviesFamilyHD.net
net,OSN First +2,OSNFirstPlus2.net
net,OSN Movies Box Office 3,OSNMoviesBoxOffice3.net
net,OSN First Comedy HD,OSNFirstComedyHD.net
net,OSN Movies Action+2,OSNMoviesActionPlus2.net
net,OSN Movies Box Office 1 HD,OSNMoviesBoxOffice1HD.net
net,OSN Movies Drama HD,OSNMoviesDramaHD.net
net,OSN Movies Drama+2,OSNMoviesDramaPlus2.net
net,OSN Movies Premiere+2,OSNMoviesPremierePlus2.net
net,OSN Yahala HD,OSNYahalaHD.net
net,OSN Sports 3 HD,OSNSports3HD.net
net,OSN Movies HD,OSNMoviesHD.net
net,OSN Movies Kids HD,OSNMoviesKidsHD.net
net,OSN Sports 2 HD,OSNSports2HD.net
net,OSN Sports 1 HD,OSNSports1HD.net
net,OSN Movies HD+2,OSNMoviesHDPlus2.net
net,OSN Movies Action HD,OSNMoviesActionHD.net
net,OSN First Comedy +2,OSNFirstComedyPlus2.net
net,OSN Movies Box Office 2,OSNMoviesBoxOffice2.net
nl,Brava NL Klassiek,StingrayBrava.nl
nl,Ziggo Sport HD,ZiggoSport.nl
nl,Nickelodeon,Nickelodeon.nl
nl,National Geographic,NGC.nl
nl,Nick Jr. International,NickJrInt.nl
nl,Omroep Zeeland,OmroepZeeland.nl
nl,Pebble TV,PebbleTV.nl
nl,Baby TV NL,BabyTV.nl
nl,TV538,TV538.nl
nl,RTV Dordrecht,RTVDordrecht.nl
nl,MvH Hard (Xotix),MeidenVanHolland.nl
nl,Dusk Deluxe,Dusk.nl
nl,Film1Premiere +1,Film1Plus1.nl
nl,Nick Hits,NickHits.nl
nl,NET5,NET5.nl
nl,Animal Planet,AnimalPlanet.nl
nl,NPO 2 Extra,NPO2Extra.nl
nl,RTL8,RTL8.nl
nl,National Geographic Channel HD,NGCziggo.nl
nl,Ziggo Sport1 Golf,ZiggoSportGolf.nl
nl,Secret Circle,SecretCircle.nl
nl,E! Entertainment HDTV (Netherlands),E!Entertainment.nl
nl,Regio TV Utrecht,RTVUtrecht.nl
nl,Crime And Investigation,CrimeAndInvestigation.nl
nl,XITE,XITE.nl
nl,Omroep Zeeland,OmroepZeeland(bis).nl
nl,Out TV,OutTV.nl
nl,Discovery World (Netherlands),DiscoveryWorld.nl
nl,DanceTrippin,DanceTrippin.nl
nl,Ziggo Sport1 Select,ZiggoSportSelect.nl
nl,Discovery Channel,Discovery.nl
nl,Omrop Fryslan,OmropFryslan.nl
nl,RTV Drenthe,RTVDrenthe.nl
nl,NPO Politiek,NPOPolitiek101.nl
nl,NPO 3 Extra,NPO3Extra.nl
nl,192 tv,192tv.nl
nl,Fox Sports 6,FoxSports6.nl
nl,L1,L1.nl
nl,Film Family,Film1Family.nl
nl,Nick Music,NickMusic.nl
nl,AT5,AT5.nl
nl,Comedy Central Netherlands,ComedyCentral.nl
nl,Zender van de Maand,ZendervdMaand.nl
nl,MTV Nederland,mtv.nl
nl,24kitchen,24kitchen.nl
nl,RTL Telekids,RTLTelekids.nl
nl,SLAM!TV,SLAM!TV.nl
nl,Cartoon Network Sat,CartoonNetworkSat.nl
nl,FOX Sports 1 Eredivisie HDTV,FoxSport1.nl
nl,RTL Lounge,RTLLounge.nl
nl,Disney Channel,DisneyChannel.nl
nl,TV Rijnmond,TVRijnmond.nl
nl,Spike,Spike.nl
nl,npo 1,Ned1.nl
nl,MTV Brand New,MTVBrandNew.nl
nl,Family 7,Family7.nl
nl,Fishing and Hunting,FishingHuntingTV.nl
nl,NPO Zappelin Extra,NPOZappelinExtra.nl
nl,Eventkanaal,Eventkanaal.nl
nl,FOX Sports 5 Eredivisie HDTV,FOXSportsEredivisie5.nl
nl,Omroep Brabant,OmroepBrabant.nl
nl,RTV-7,RTV7.nl
nl,Film Drama,Film1Series.nl
nl,Omroep Gelderland,OmroepGelderland.nl
nl,Jenz,CTVZeeland.nl
nl,Disney Junior,DisneyJr.nl
nl,Nashville TV,NashvileTV.nl
nl,Eurosport (Netherlands),Eurosport1.nl
nl,Horse  Country TV,HorseCountry.nl
nl,Veronica/DisneyXD,VeronicaDisneyXD.nl
nl,FOX Sport 2,FOXsport2.nl
nl,DJAZZ.tv,StingrayDjazz.nl
nl,RTV Noord-Holland,NoordHolland.nl
nl,Nick Toons,NickToons.nl
nl,Lite TV,LiteTV.nl
nl,Ziggo Sport1 Extra 2,Sport1Extra2.nl
nl,Ziggo Sport1 Racing,ZiggoSportRacing.nl
nl,MyZen HD,MyZen.nl
nl,Eurosport 2 (Netherlands),Eurosport2.nl
nl,Film Action,Film1Action.nl
nl,X-MO,X-MO.nl
nl,NPO Nieuws,NPOnieuws.nl
nl,SBS 9,SBS9.nl
nl,Extreme Sports,ExtremeSports.nl
nl,101,NPO101.nl
nl,Investigation Discovery Cable,ID.nl
nl,Shorts TV,ShortsTV.nl
nl,FOX channel,FOX.nl
nl,Ziggo TV HD,ZiggoTV.nl
nl,Provinciaal 2,Provinciaal2.nl
nl,StarPlus,StarPlus.nl
nl,E! Pop of Culture,E!PopofCulture.nl
nl,TV West,RTVWest.nl
nl,NGC wild,NGCWild.nl
nl,TLC,TLC.nl
nl,npo cultura,NPOcultura.nl
nl,Podium.TV,podium.tv.nl
nl,TV Oranje,TVoranje.nl
nl,Disney XD (Netherlands),DisneyXD.nl
nl,MTV Music 24,MTVMusic24.nl
nl,Motors TV,MotorsTV.nl
nl,NPO Zapp Extra - Best,NPObest.nl
nl,RTL4,RTL4.nl
nl,Motorsport TV,Motorsport.tv.nl
nl,Edge sport,EdgeSport.nl
nl,ONS,ONS.nl
nl,FOX Sport 4,FOXsport4.nl
nl,CBS Reality,CBSReality.nl
nl,Ziggo Sport1 Extra,Sport1Extra1.nl
nl,Cartoon Network (Netherlands),CartoonNetwork.nl
nl,FOX Sports 3 Eredivisie 2,FoxSport3.nl
nl,WOS TV,WOS.nl
nl,BBC Entertainment (Europe),BBCentertainment.nl
nl,MGM Benelux,AMC.nl
nl,100% NL TV,100NLTV.nl
nl,RTL5,RTL5.nl
nl,Comedy Central Extra,ComedyCentralXtra.nl
nl,RTL Crime,RTLCrime.nl
nl,NickSpike,NickSpike.nl
nl,Nick Jr,NickJr.nl
nl,RTV Noord,RTVNoord.nl
nl,NPO 1 Extra,NPO1Extra.nl
nl,NickSpike,NickDay.nl
nl,TV Oost,RTVOost.nl
nl,Boomerang (Netherlands),Boomerang.nl
nl,npo 2,Ned2.nl
nl,SBS6,SBS6.nl
nl,Provinciaal 1,Provinciaal1.nl
nl,Omroep Flevoland,Flevoland.nl
nl,RTLZ,RTLZ.nl
nl,RTL7,RTL7.nl
nl,Love Nature HD,LoveNature.nl
nl,npo 3,Ned3.nl
nl,Ziggo Sport1 Voetbal,ZiggoSportVoetbal.nl
nl,SET Asia,SETAsia.nl
nl,Film Premier,Film1Premiere.nl
no,TV6 Norge,TV6Norge.no
no,Disney,DisneyChannel.no
no,Viasport+,Viasport+.no
no,TV 2 Bliss,tv2Bliss.no
no,Discovery Science,DiscoveryScience.no
no,Viasat Film Family,ViasatFilmFamily.no
no,Viasat Explorer,ViasatExplorer.no
no,Eurosport Norge,EurosportNorge.no
no,Animal Planet HD,AnimalPlanetHD.no
no,Viasport 1,Viasport1.no
no,VGHD,VGHD.no
no,MTV,MTV.no
no,TCM and Cartoon,CNTCM.no
no,C More Hits,CMoreHits.no
no,H2HD,H2.no
no,VOX,VOX.no
no,NRK3,NRK3.no
no,FEM,FEM.no
no,Kanal 10,Kanal10.no
no,Fox,FOX.no
no,Nick Jr,NickJr.no
no,TLC,TLCNorge.no
no,Viasat Series,ViasatSeries.no
no,Boomerang,Boomerang.no
no,Viasat 4,Viasat4.no
no,Viasat Film Hits,ViasatFilmHits.no
no,Max,Max.no
no,Investigation Discovery,InvestigationDiscoveryChannel.no
no,TV2 Sport Premium HD 3,TV2SportPremium3.no
no,NRK1,NRK1.no
no,TNT,TNTnorge.no
no,TV2 Sport Premium,TV2SportPremium.no
no,Viasat Film Premiere,TV1000.no
no,BBC Earth,BBCEarth.no
no,C More Star HD,CMoreStars.no
no,TV3,TV3.no
no,CARTOON NETWORK,CartoonNetwork.no
no,C More Live HD,CMoreLive.no
no,Viasat Film Premiere Family HD,TV1000Family.no
no,TV2 Sport,TV2Sport.no
no,Viasat Golf,ViasatGolf.no
no,Viasat Film Action,ViasatFilmAction.no
no,Comedy Central,ComedyCentral.no
no,Kunskapskanalen,Kunskapskanalen.no
no,Disney XD,DisneyXD.no
no,TVNORGE,tvnorge.no
no,Nat Geo Wild HD,NatGeoWildHD.no
no,History HD,HistoryHD.no
no,Fox crime,FoxCrime.no
no,TV2 Sport Premium 2,TV2SportPremium2.no
no,NRK Tegnspråk,NRKTegnsprak.no
no,Eurosport Pluss 2,EurosportPluss2.no
no,Viasat Film Premiere Classic,TV1000Classic.no
no,Eurosport,Eurosport.no
no,Discovery World,DiscoveryWorld.no
no,Viasport 2,Viasport2.no
no,Visjon Norge,VisjonNorge.no
no,Viasat Nature/Crime,ViasatNature.no
no,Discovery HD,DiscoveryHD.no
no,C More First HD,CMoreFirst.no
no,SF Kanalen,SFKanalen.no
no,Matkanalen,Matkanalen.no
no,TV3,ViasatTV3.no
no,TV2 Humor,TV2Humor.no
no,C More Series,CMoreSeries.no
no,Playhouse Junior,DisneyJr.no
no,National Geographic Channel,NationalGeopgraphic.no
no,NRK Super,NRKSuper.no
no,VH1,VH1.no
no,Nat. Geogr. HD,NationalGeopgraphicHD.no
no,TV 2 Zebra,TV2Zebra.no
no,Nicktoons,Nicktoons.no
no,Rikstoto Direkte,RikstotoDirekte.no
no,Viasat History,ViasatHistory.no
no,ANIMAL PLANET,AnimalPlanet.no
no,Viasport 3,Viasport3.no
no,TV 2 Livsstil,TV2Livsstil.no
no,Eurosport Pluss 3,EurosportPluss3.no
no,TV2 Humor,TV2Nyhetskanalen.no
no,Motors TV,MotorsTV.no
no,BBC Brit,BBCBrit.no
no,Nickelodeon,Nickelodeon.no
no,TV2,tv2.no
no,Eurosport Pluss 4,EurosportPluss4.no
no,DISCOVERY,DiscoveryChannel.no
no,Fatstone TV,FatstoneTV.no
no,Eurosport Pluss 1,EurosportPluss1.no
no,NRK2,NRK2.no
pl,FilmBox Arthouse,FilmBoxArthouse.pl
pl,Polsat Doku,PolsatDoku.pl
pl,FilmBox Family,FilmboxFamily.pl
pl,Polsat Rodzina,PolsatRodzina.pl
pl,Polsat,Polsat.pl
pl,Mango 24,Mango24.pl
pl,13 Ulica,13Ulica.pl
pl,Ginx TV,GinxTV.pl
pl,TVP3Łódź,TVP3Łódź.pl
pl,TVP3Warszawa,TVP3Warszawa.pl
pl,Motowizja TV,Motowizja.pl
pl,CANAL+ Sport HD,CanalplusSportHD.pl
pl,Stopklatka TV,StopklatkaTV.pl
pl,CBS Europa HD,CBSEuropa.pl
pl,Polsat Sport Premium PPV4,PolsatSportPpv4.pl
pl,Telewizja Wielkopolska,TelewizjaWielkopolska.pl
pl,TV 6,TV6.pl
pl,TVP3Białystok,TVP3Białystok.pl
pl,Canal+ 4K,Canalplus4K.pl
pl,BabyTV,BabyTV.pl
pl,vox-music-tv,VoxMusicTV.pl
pl,Polsat Play,PolsatPlay.pl
pl,Teletoon+,Teletoon.pl
pl,TVP Regionalna,TVPRegionalna.pl
pl,CANAL+ Film2,CanalplusFilm2.pl
pl,4Fun Dance,4FunDance.pl
pl,Metro,Metro.pl
pl,Universal Channel,UniversalChannel.pl
pl,Canal+ Sport 2 HD,CanalplusSport2.pl
pl,CANAL+ Sport,CanalplusSport.pl
pl,Cinemax,CinemaxHD.pl
pl,Polsat Sport Premium 2,PolsatSportPremium2.pl
pl,Dami Skarżysko-Kamienna,DamiSkarzysko-Kamienna.pl
pl,Eleven Sports 2 HD,ElevenSports2.pl
pl,Extreme Sports,ExtremeSports.pl
pl,Comedy-Central-Family,ComedyCentralFamily.pl
pl,TNT,TCM.pl
pl,TVP3Wrocław,TVP3Wrocław.pl
pl,TVP3Gdańsk,TVP3Gdańsk.pl
pl,BBC HD,BBCHD.pl
pl,TV Puls,TVPuls.pl
pl,TTV HD,TTV.pl
pl,TVN Fabula,TVNFabula.pl
pl,Paramount Channel HD,Paramount.pl
pl,CBS Reality,CBSReality.pl
pl,Polonia 1,Polonia1.pl
pl,Nick Jr,NickJr.pl
pl,TVP 2,TVP2.pl
pl,Polsat Sport Extra,PolsatSportExtra.pl
pl,Red Carpet TV,RedCarpetTV.pl
pl,Nowa TV,NowaTV.pl
pl,HGTV,HGTV.pl
pl,MTV,MTV.pl
pl,Nautical Channel,NauticalChannel.pl
pl,TVP Seriale,TVPSeriale.pl
pl,Eleven Sports 4 HD,ElevenSports4.pl
pl,ATM Rozrywka,ATMRozrywka.pl
pl,ActiveFamily,ActiveFamily.pl
pl,Cartoon-Network,CartoonNetwork.pl
pl,TV Trwam,TVtrwam.pl
pl,Eska TV Extra,EskaTVExtra.pl
pl,TVN Turbo,TVNTurbo.pl
pl,TVP-Kultura,TVPKultura.pl
pl,TV4,TV4.pl
pl,TVP3Szczecin,TVP3Szczecin.pl
pl,EPIC Drama HD,EPICDramaHD.pl
pl,Sundance Channel HD,SundanceChannel.pl
pl,MTV Live HD,MTVNHD.pl
pl,SciFi,SciFi.pl
pl,RTR Planeta,RTRPlaneta.pl
pl,TVN CNBC Biznes,TVNCNBCBiznes.pl
pl,TVS (HD),TVS.pl
pl,nSport,nsport.pl
pl,AXN White,AXNWhite.pl
pl,TV Polonia,TVPolonia.pl
pl,Discovery Life,DiscoveryLife.pl
pl,Lifetime,Lifetime.pl
pl,Superstacja,Superstacja.pl
pl,H2,H2.pl
pl,TVN 7,TVN7.pl
pl,HBO,HBO.pl
pl,Discovery Science,DiscoveryScience.pl
pl,CBS Action,CBSAction.pl
pl,CANAL+ Family,CanalplusFamily.pl
pl,AXN,AXN.pl
pl,TVP Historia,TVPHistoria.pl
pl,TVP-ABC,TVPABC.pl
pl,Comedy Central Polska,ComedyCentral.pl
pl,Disney Channel,DisneyChannel.pl
pl,Da Vinci Learning,DaVinciLearning.pl
pl,Motors TV,MotorsTV.pl
pl,4FUN.TV,4fun.pl
pl,Kuchnia.TV,KUCHNIA.TV.pl
pl,BBC Lifestyle,BBCLifestyle.pl
pl,Golf Channel,GolfChannel.pl
pl,CANAL+ Sport 3,CanalplusSport3.pl
pl,WTK,WTK.pl
pl,TVT,TVT.pl
pl,Polsat Sport Premium PPV3,PolsatSportPpv3.pl
pl,Polsat 2,Polsat2.pl
pl,TVP3Bydgoszcz,TVP3Bydgoszcz.pl
pl,Stars TV,StarsTV.pl
pl,Polsat Film,PolsatFilm.pl
pl,Sport Klub,SportKlub.pl
pl,FightBox,FightBox.pl
pl,TVP3Rzeszów,TVP3Rzeszów.pl
pl,TVP3Lublin,TVP3Lublin.pl
pl,Polsat Sport News,PolsatSportNews.pl
pl,TVP3Poznań,TVP3Poznań.pl
pl,Fox Comedy,FoxComedy.pl
pl,Kino Polska Muzyka,KinoPolskaMuzyka.pl
pl,CANAL+ Film,CanalplusFilm.pl
pl,Viasat History,ViasatHistory.pl
pl,TV Relax,TVRelax.pl
pl,Kino Polska International,KinoPolskaInternational.pl
pl,FilmBox Premium,FilmboxPremium.pl
pl,TO!TV,TO!TV.pl
pl,Nickelodeon HD,NickelodeonHD.pl
pl,Power TV,PowerTV.pl
pl,Lech TV,LechTV.pl
pl,TVP3Kraków,TVP3Kraków.pl
pl,BBC-Brit,BBCBrit.pl
pl,TVP3Kielce,TVP3Kielce.pl
pl,Nat Geo People,NatGeoPeople.pl
pl,Polsat Sport,PolsatSport.pl
pl,Discovery Turbo Xtra,DiscoveryTurboXtra.pl
pl,HISTORY,History.pl
pl,Polsat Sport Fight,PolsatSportFight.pl
pl,TVP 1,TVP1.pl
pl,E! Entertainment,E!.pl
pl,Water Planet,WaterPlanet.pl
pl,Polsat News 2,PolsatNews2.pl
pl,Czwórka Polskie Radio,CzworkaPolskieRadio.pl
pl,Nuta TV,NutaTV.pl
pl,AMC HD,AMC.pl
pl,CANAL+ HD,CanalplusHD.pl
pl,Animal Planet HD,AnimalPlanetHD.pl
pl,dlaciebie.tv,dlaciebie.tv.pl
pl,TVP3,TVP3.pl
pl,Viasat Explorer,ViasatExplorer.pl
pl,Eurochannel,Eurochannel.pl
pl,Disney XD,DisneyXD.pl
pl,HBO 3,HBO3.pl
pl,Planete,PLANETE.pl
pl,BBC Earth,BBCEarth.pl
pl,BBC CBeebies,CBeebies.pl
pl,Moteurs (fr.),ABMoteurs.pl
pl,HBO 2,HBO2.pl
pl,Crime and Investigation,CrimeInvestigation.pl
pl,Posat Games,PolsatGames.pl
pl,OPOKA.TV,OPOKA.TV.pl
pl,Polsat Cafe,PolsatCafe.pl
pl,wPolsce.pl,wPolsce.pl
pl,EskaROCK TV,EskaROCK.pl
pl,TVP HD,TVPHD.pl
pl,Polsat Sport Premium PPV5,PolsatSportPpv5.pl
pl,Viasat Nature,ViasatNature.pl
pl,TVP-Info,TVPInfo.pl
pl,Kino TV,KinoTV.pl
pl,CANAL+ 1,CanalplusFamily2.pl
pl,Ale Kino!,AleKino.pl
pl,TLC,TLC.pl
pl,Discovery,Discovery.pl
pl,iTVN,iTVN.pl
pl,Polsat Food,PolsatFood.pl
pl,Lubelska.tv,Lubelska.tv.pl
pl,TVP3Opole,TVP3Opole.pl
pl,Sferatv,sferatv.pl
pl,TV Republika,TVrepublika.pl
pl,Discovery Historia,DiscoveryHistoria.pl
pl,Nat Geo Wild HD,NatGeoWildHD.pl
pl,TVN Style,TVNStyle.pl
pl,FilmBox,Filmbox.pl
pl,Wellbeing Network PL,WellbeingNetwork.pl
pl,Cinemax,Cinemax.pl
pl,FightKlub,FightKlub.pl
pl,Canal +,Canalplus.pl
pl,Baby First TV,BabyFirstTV.pl
pl,PoloTV,PoloTV.pl
pl,Polsat Sport Premium 1,PolsatSportPremium1.pl
pl,Mezzo Live HD,MezzoLiveHD.pl
pl,National Geographic,NationalGeographic.pl
pl,TVP3Katowice,TVP3Katowice.pl
pl,FilmBox Extra HD,FilmBoxExtra.pl
pl,FilmBox Action,FilmboxAction.pl
pl,Canalplus Sport,CanalplusSports.pl
pl,TV ASTA HD,TVASTA.pl
pl,Polsat News,PolsatNews.pl
pl,VH1 European,VH1European.pl
pl,TVP3Gorzów Wielkopolski,TVP3GorzówWielkopolski.pl
pl,LOVE TV,LoveTV.pl
pl,TBN polska,TBNpolska.pl
pl,Family Sport,FamilySport.pl
pl,Kino Polska,KinoPolska.pl
pl,Canal+ Now,CanalPlusNow.pl
pl,Investigation Discovery,InvestigationDiscovery.pl
pl,CANAL+ Seriale HD,CanalplusSeriale.pl
pl,Tele 5,Tele5.pl
pl,JimJam,JimJam.pl
pl,Toya,Toya.pl
pl,NovelaTV,NovelaTV.pl
pl,Mini Mini,MINIMINI.pl
pl,Twoja.TV,Twoja.TV.pl
pl,AXN Black,AXNBlack.pl
pl,Toruń TV,toruntv.pl
pl,Boomerang,Boomerang.pl
pl,Domo TV,DomoTV.pl
pl,TVP Sport,TVPSport.pl
pl,Polsat Music,PolsatMusic.pl
pl,NTL Radomsko,NTL.pl
pl,TVP Rozrywka,TVPRozrywka.pl
pl,TVO,tvo.pl
pl,Eleven Sports 3 HD,ElevenSports3.pl
pl,CANAL+ Sport 4,CanalplusSport4.pl
pl,Adventure,Adventure.pl
pl,TVN 24,TVN24.pl
pl,disco-polo-music,DiscoPoloMusic.pl
pl,4Fun Gold Hits,4FunGoldHits.pl
pl,Canal+ Discovery HD,CanalplusDiscovery.pl
pl,MTV Music Polska,MTVMusicPolska.pl
pl,WP,WP.pl
pl,Polsat Romans,ZoneRomantica.pl
pl,FOX (HD),Fox.pl
pl,AXNSpinHD,AXNSpinHD.pl
pl,Eleven Sports 1 HD,ElevenSports1.pl
pl,Zoom TV,ZoomTV.pl
pl,Romance TV,RomanceTV.pl
pl,Eska TV,EskaTV.pl
pl,Cinemax 2,Cinemax2.pl
pl,TV Puls 2,TVPuls2.pl
pl,Polsat Sport Premium PPV6,PolsatSportPpv6.pl
pl,Trace-Urban,TraceUrban.pl
pl,Travel Channel,Travel.pl
pl,Disney Jr,DisneyJr.pl
pl,TVP3Olsztyn,TVP3Olsztyn.pl
pl,Eurosport 2,Eurosport2.pl
pl,Nickelodeon Polska,NickPolska.pl
pl,CANAL+1,Canalplus1.pl
pl,Fokus TV,FokusTV.pl
pl,TVN,TVN.pl
pl,Super Polsat,SuperPolsat.pl
pl,Eurosport,Eurosport.pl
pt,FIGHT HD,FightNetwork.pt
pt,TVI Real,TVIReal.pt
pt,SIC Notícias,sicnoticias.pt
pt,SportTV 3,sporttv3.pt
pt,Canal Q (Portugal),CanalQ.pt
pt,AXN Black HD,AXNBlack.pt
pt,Channel 1 Russia,Channel1Russia.pt
pt,MOV,mov.pt
pt,Economica TV,EconomicaTV.pt
pt,History Channel,HistoryChannel.pt
pt,A and E,AandE.pt
pt,MCM POP,MCMPop.pt
pt,Sony Entertainment,SonyTV.pt
pt,Fox News,FoxNews.pt
pt,A and E,blaze.pt
pt,TV Globo,TVGlobo.pt
pt,SIC K,SicK.pt
pt,RTP Memoria,rtpmemoria.pt
pt,Kombat Sport HD,KombatSport.pt
pt,Eurosport 2 Extra,Eurosport2Extra.pt
pt,Chelsea TV,ChelseaTV.pt
pt,Food Network,FoodNetwork.pt
pt,Discovery Channel HD,DISCOVERYHD.pt
pt,SportTV 4,sporttv4.pt
pt,PFC,pfc.pt
pt,E!,eentertainment.pt
pt,EuroChannel,EuroChannel.pt
pt,TVE 24h,TVE24h.pt
pt,TLC,TLC.pt
pt,MEZZO,mezzo.pt
pt,AXN,axn.pt
pt,EuroSport 1,Eurosport1.pt
pt,Disney Junior,DisneyJunior.pt
pt,Travel Channel,TravelChannel.pt
pt,Eleven Sports 3,elevensports3.pt
pt,KURIAKOSTV,KURIAKOSTV.pt
pt,Nat Geo Wild,NatGeoWild.pt
pt,SIC,sic.pt
pt,TVI Ficção,TVIFiccao.pt
pt,Sic Caras,SicCaras.pt
pt,RECORD NEWS,RecordNews.pt
pt,My Cuisine,MyCuisine.pt
pt,Odisseia,odisseia.pt
pt,AMC,AMC.pt
pt,Localvisão,Localvisao.pt
pt,MCM Top,mcmtop.pt
pt,Angelus TV,AngelusTV.pt
pt,Trace TV,TraceTV.pt
pt,SportTV 1,sporttv1.pt
pt,CACAPESCA,cazaepesca.pt
pt,RTP 3,RTP3.pt
pt,FOX,fox.pt
pt,SIC Mulher,sicmulher.pt
pt,M6,m6.pt
pt,Eleven Sports 2,elevensports2.pt
pt,VENUS,venus.pt
pt,Fuel TV,FuelTV.pt
pt,Disney Channel,disneychannel.pt
pt,TVC2,tvc2.pt
pt,Eleven Sports 5,elevensports5.pt
pt,Panda,canalpanda.pt
pt,Disney Channel,disneychannelMEO.pt
pt,TVI,TVI.pt
pt,TVC3,tvc3.pt
pt,TraceTV Urban,TraceTVUrban.pt
pt,Eleven Sports 4,elevensports4.pt
pt,RTP Acores,RTPAcores.pt
pt,Toros TV,TorosTV.pt
pt,Motors TV,MotorsTV.pt
pt,Barça TV,Barca.pt
pt,MTV,mtvportugal.pt
pt,SIC Radical,sicradical.pt
pt,SPORTINGTV,SPORTINGTV.pt
pt,Porto Canal,PortoCanal.pt
pt,FOX Movies,FoxMovies.pt
pt,JimJam,JimJam.pt
pt,Globo Now,GloboNow.pt
pt,NGC HD,nationalgeographic.pt
pt,Zap Viva HD,zapvivahd.pt
pt,TVC1,tvc1.pt
pt,Baby TV,BabyTV.pt
pt,Canção Nova,CANCAONOVA.pt
pt,Eleven Sports 6,elevensports6.pt
pt,Cartoon Network,cartoon.pt
pt,RTP1,rtp1.pt
pt,Playboy,Playboy.pt
pt,Deutsche Welle,DeutscheWelle.pt
pt,Discovery Channel,discoverychannel.pt
pt,CMTV,CMTV.pt
pt,BBC Entertainment,BBCentertainment.pt
pt,ARTV,ARTV.pt
pt,SportTV+,SportTVplus.pt
pt,Crime + Investigation,CrimeInvestigation.pt
pt,DISCOVERYHD,DiscoveryHDShowcase.pt
pt,SportTV 5,sporttv5.pt
pt,Real Madrid TV,RealMadridTV.pt
pt,TVI 24,TVI24.pt
pt,CBS Reality,CBSReality.pt
pt,FOX Comedy HD,FOXComedy.pt
pt,Sport TV 4K UHD,SportTV4K.pt
pt,Afro Music,AfroMusic.pt
pt,TV Fátima,TVFatima.pt
pt,TVSeries,TVSeries.pt
pt,EuroSport 2,Eurosport2.pt
pt,Manchester United TV,ManUTV.pt
pt,NBA,NBA.pt
pt,Nickelodeon,Nickelodeon.pt
pt,24 Kitchen HD,24Kitchen.pt
pt,Fine Living,FineLiving.pt
pt,TVI INTERNACIONAL,TVIInt.pt
pt,NICK JR,NickJr.pt
pt,Eurosport HD,EurosportHD.pt
pt,Clubbing TV HD,ClubbingTV.pt
pt,Investigation Discovery,investigationdiscovery.pt
pt,TVC4,tvc4.pt
pt,Hot,Hot.pt
pt,DOGTV,DogTV.pt
